ticker,empresa,cd_cvm,setor,preco_data,valor_mercado_brl,liquidez_63d_brl,pl,pvpa,roe_ltm,roe_med5,div_liq_ebitda,cagr_receita,cagr_lucro,conversao_caixa,status,criterios_reprovados,criterios_nao_avaliados,ultima_demonstracao,dt_receb_ultimo_doc,link_doc,fontes
,VOTORANTIM CIMENTOS S.A.,27189,"Construção Civil, Mat. Constr. e Decoração",,,,indisponivel,indisponivel,17.65,dado_insuficiente,1.69,dado_insuficiente,dado_insuficiente,1.27,DADOS_INSUFICIENTES,,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157247,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,W2W E-COMMERCE DE VINHOS S.A.,25852,Comércio (Atacado e Varejo),,,,indisponivel,indisponivel,4.04,-15.63,0.91,8.28,turnaround,8.70,DADOS_INSUFICIENTES,ROE mediano 5a > 12%; CAGR receita > 10%; Lucro positivo nos 5 anos,P/VPA < 1; P/L positivo e baixo; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157457,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"MWET3,MWET4",WETZEL S.A.,11991,Metalurgia e Siderurgia,2026-07-27,30732800.0,78361.19047619047,prejuizo,nao_aplicavel,nao_aplicavel,dado_insuficiente,nao_aplicavel,-5.16,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,P/L positivo e baixo; CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157354,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,YBYRÁ CAPITAL S.A.,16705,Emp. Adm. Part. - Sem Setor Principal,,,,indisponivel,indisponivel,-0.01,dado_insuficiente,indisponivel,dado_insuficiente,dado_insuficiente,nao_aplicavel,DADOS_INSUFICIENTES,Receita estável (sem queda >15%); CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,2025-12-31,2026-04-16,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156260,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,YOU INC INCORPORADORA E PARTICIPAÇÃO S.A,23604,"Construção Civil, Mat. Constr. e Decoração",,,,indisponivel,indisponivel,nao_aplicavel,dado_insuficiente,nao_aplicavel,-2.67,serie_nao_comparavel,nao_aplicavel,DADOS_INSUFICIENTES,CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR lucro > 10%; Liquidez >= R$5M/dia,2026-03-31,2026-05-28,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=158149,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ALMEIDA JUNIOR SHOPPING CENTERS S.A.,26395,Emp. Adm. Part. - Comércio (Atacado e Varejo),,,,indisponivel,indisponivel,12.48,10.02,2.20,12.86,64.64,0.32,QUASE_APROVADA,ROE mediano 5a > 12%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157253,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AZZA3,AZZAS 2154 S.A.,22349,Têxtil e Vestuário,2026-07-27,3456024689.35,49180333.396825396,4.15,0.43,10.41,12.99,1.28,41.80,27.46,1.40,QUASE_APROVADA,P/L positivo e baixo,,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156881,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,C&A MODAS S.A.,24848,Têxtil e Vestuário,,,,indisponivel,indisponivel,15.78,7.20,0.08,11.56,15.58,1.99,QUASE_APROVADA,ROE mediano 5a > 12%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-05,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156642,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
EUFA,EUROFARMA LABORATÓRIOS S.A.,26700,Farmacêutico e Higiene,,,,indisponivel,indisponivel,11.33,14.04,2.99,15.27,-12.10,4.73,QUASE_APROVADA,CAGR lucro > 10%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157498,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,GRUPO FARTURA DE HORTIFRUT S.A.,26166,Comércio (Atacado e Varejo),,,,indisponivel,indisponivel,20.08,13.58,0.00,12.17,39.95,2.32,QUASE_APROVADA,,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157590,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"ITUB3,ITUB4",ITAU UNIBANCO HOLDING S.A.,19348,Bancos,2026-07-27,484995592650.0,1129442443.936508,10.55,2.31,22.20,19.50,nao_aplicavel,18.60,13.79,2.21,QUASE_APROVADA,P/VPA < 1,Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-05,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156638,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,J. MACEDO S.A.,21156,Alimentos,,,,indisponivel,indisponivel,25.66,39.25,1.36,8.20,26.85,0.93,QUASE_APROVADA,CAGR receita > 10%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157170,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"POMO3,POMO4",MARCOPOLO S.A.,8451,"Máquinas, Equipamentos, Veículos e Peças",2026-07-27,6384027191.209999,47614616.6984127,5.12,1.57,31.61,27.73,1.00,26.84,35.16,1.06,QUASE_APROVADA,P/VPA < 1,,2026-03-31,2026-05-04,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156558,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,METANOR SA METANOL DO NE,8745,Petroquímicos e Borracha,,,,indisponivel,indisponivel,25.28,21.69,-1.58,10.59,-7.74,1.77,QUASE_APROVADA,CAGR lucro > 10%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157152,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,PACAEMBU CONSTRUTORA S.A.,25143,"Construção Civil, Mat. Constr. e Decoração",,,,indisponivel,indisponivel,40.66,34.22,-0.15,40.07,93.22,0.53,QUASE_APROVADA,CFO positivo em >=4 dos 5 anos,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-08,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157004,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
PLPL3,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,25070,"Construção Civil, Mat. Constr. e Decoração",2026-07-27,1556318012.6,39298279.0,4.63,1.46,32.18,42.83,0.17,26.76,27.95,-0.11,QUASE_APROVADA,P/VPA < 1,,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156894,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
PSSA3,PORTO SEGURO S.A.,16659,Seguradoras e Corretoras,2026-07-27,34763076928.22,74187523.74603175,9.44,2.24,23.55,19.85,nao_aplicavel,17.81,21.64,0.29,QUASE_APROVADA,P/VPA < 1,Dívida líq./EBITDA < 3; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157596,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
PTCA3,PRÁTICA PRODUTOS S.A.,24546,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",,,,indisponivel,indisponivel,17.95,30.94,1.86,21.55,0.40,-0.06,QUASE_APROVADA,CAGR lucro > 10%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-20,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157772,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,SANTOS BRASIL PARTICIPACOES S.A.,17892,Emp. Adm. Part. - Serviços Transporte e Logística,,,,indisponivel,indisponivel,93.20,37.48,1.09,24.00,33.83,1.82,QUASE_APROVADA,,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157160,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
SMTO3,SAO MARTINHO S.A.,20516,"Agricultura (Açúcar, Álcool e Cana)",2026-07-27,4773839384.97,32766034.714285713,indisponivel,0.65,indisponivel,20.60,indisponivel,13.57,-11.97,indisponivel,QUASE_APROVADA,CAGR lucro > 10%,P/L positivo e baixo; Dívida líq./EBITDA < 3,2025-12-31,2026-02-09,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=154656,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,25410,Comércio (Atacado e Varejo),,,,indisponivel,indisponivel,20.05,11.88,1.90,26.27,68.17,0.40,QUASE_APROVADA,ROE mediano 5a > 12%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-11,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157080,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,SENIOR SISTEMAS S.A.,26786,Comunicação e Informática,,,,indisponivel,indisponivel,52.38,45.22,-0.95,19.06,24.51,1.39,QUASE_APROVADA,,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-05,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156637,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,SOLAR BEBIDAS S.A.,27014,Bebidas e Fumo,,,,indisponivel,indisponivel,30.98,24.11,0.28,30.50,8.99,1.96,QUASE_APROVADA,CAGR lucro > 10%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157599,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"SOND3,SOND5,SOND6",SONDOTECNICA ENGENHARIA SOLOS S.A.,10880,"Construção Civil, Mat. Constr. e Decoração",2026-07-24,,14755.111111111111,indisponivel,indisponivel,48.64,22.76,-0.86,28.85,26.87,0.60,QUASE_APROVADA,Liquidez >= R$5M/dia,P/VPA < 1; P/L positivo e baixo,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157585,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
TFCO4,TRACK & FIELD CO S.A.,25208,Têxtil e Vestuário,2026-07-27,,9642412.126984127,indisponivel,indisponivel,24.94,29.32,0.45,24.57,16.87,0.93,QUASE_APROVADA,,P/VPA < 1; P/L positivo e baixo,2026-03-31,2026-05-11,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157090,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
8192,TREVISA INVESTIMENTOS S.A.,8192,Emp. Adm. Part. - Sem Setor Principal,,,,indisponivel,indisponivel,11.97,15.20,-0.19,4.74,12.22,2.08,QUASE_APROVADA,CAGR receita > 10%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157541,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
VLID3,VALID SOLUÇÕES S.A.,20028,Comunicação e Informática,2026-07-27,1398482588.35,6132840.714285715,5.74,0.82,14.25,15.88,0.18,-1.58,44.64,1.38,QUASE_APROVADA,CAGR receita > 10%,,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156728,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
VTRU3,VITRU EDUCAÇÃO S.A.,27057,Educação,2026-07-27,1649272195.52,8846927.238095239,1.48,0.44,33.54,9.08,1.70,37.55,59.46,0.43,QUASE_APROVADA,ROE mediano 5a > 12%,,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156784,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
VULC3,VULCABRAS S.A.,11762,Têxtil e Vestuário,2026-07-27,4397582000.0,17498148.206349205,3.86,1.75,46.20,29.20,0.75,17.51,38.82,0.45,QUASE_APROVADA,P/VPA < 1,,2026-03-31,2026-05-05,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156629,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,23396,"Saneamento, Serv. Água e Gás",,,,indisponivel,indisponivel,-35.29,13.79,4.08,49.99,9.24,nao_aplicavel,REPROVADA,Dívida líq./EBITDA < 3; CAGR lucro > 10%,P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156777,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ALLD3,ALLIED TECNOLOGIA S.A.,25330,Comércio (Atacado e Varejo),2026-07-27,437988800.0,1909247.0158730159,1.28,0.28,22.16,8.52,0.24,-1.04,3.65,5.43,REPROVADA,ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Liquidez >= R$5M/dia,,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156888,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ALOS3,ALLOS S.A.,22357,Emp. Adm. Part. - Comércio (Atacado e Varejo),2026-07-27,13373027618.91,142033715.7142857,16.15,1.03,6.34,5.70,-1.01,32.14,31.99,2.18,REPROVADA,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%,,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156843,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ALPK3,"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",24953,Serviços Transporte e Logística,2026-07-27,920722369.0,691436.1904761905,68.04,2.55,3.77,-11.67,indisponivel,22.38,turnaround,indisponivel,REPROVADA,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,Dívida líq./EBITDA < 3; CAGR lucro > 10%,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156712,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"ALPA3,ALPA4",ALPARGATAS S.A.,10456,Têxtil e Vestuário,2026-07-27,6895156031.7,21673726.984126985,11.13,1.99,18.26,2.72,0.51,3.69,-4.70,1.14,REPROVADA,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; CAGR lucro > 10%; Lucro positivo nos 5 anos,,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156851,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AVLL3,ALPHAVILLE S.A.,25275,"Construção Civil, Mat. Constr. e Decoração",2026-07-24,2119327961.1,22673.507936507936,prejuizo,nao_aplicavel,nao_aplicavel,dado_insuficiente,4.47,26.57,serie_nao_comparavel,nao_aplicavel,REPROVADA,P/L positivo e baixo; Dívida líq./EBITDA < 3; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,P/VPA < 1; ROE mediano 5a > 12%; CAGR lucro > 10%,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157419,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ALUP11,ALUPAR INVESTIMENTO S/A,21490,Emp. Adm. Part. - Energia Elétrica,2026-07-27,,28464568.523809522,indisponivel,indisponivel,12.08,13.76,2.95,-4.26,2.17,1.80,REPROVADA,CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%),P/VPA < 1; P/L positivo e baixo,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156883,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ABEV3,AMBEV S.A.,23264,Bebidas e Fumo,2026-07-27,247363566840.0,429618782.06349206,15.88,2.74,17.50,17.09,-0.54,4.91,5.17,1.70,REPROVADA,P/VPA < 1; P/L positivo e baixo; CAGR receita > 10%; CAGR lucro > 10%,,2026-03-31,2026-05-05,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156600,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AMER3,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,20990,Comércio (Atacado e Varejo),2026-07-27,867060828.35,8312018.19047619,1.57,0.20,12.06,dado_insuficiente,1.25,-14.19,serie_nao_comparavel,0.83,REPROVADA,CAGR receita > 10%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos,ROE mediano 5a > 12%; CAGR lucro > 10%,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157319,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
ANIM3,ANIMA HOLDING S.A.,23248,Educação,2026-07-27,793505878.2,24942601.285714287,5.91,0.33,5.73,-0.17,2.86,11.00,turnaround,4.89,REPROVADA,ROE mediano 5a > 12%; Lucro positivo nos 5 anos,CAGR lucro > 10%,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156711,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A,24120,Emp. Adm. Part. - Energia Elétrica,,,,indisponivel,indisponivel,10.80,10.38,4.72,1.61,7.01,1.79,REPROVADA,ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; CAGR receita > 10%; CAGR lucro > 10%; Receita estável (sem queda >15%),P/VPA < 1; P/L positivo e baixo; Liquidez >= R$5M/dia,2026-03-31,2026-05-14,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157492,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
AURE3,AUREN ENERGIA S.A.,26620,Energia Elétrica,2026-07-27,11824056960.0,33603675.84126984,prejuizo,0.99,-10.60,-0.17,6.43,49.70,serie_nao_comparavel,nao_aplicavel,REPROVADA,P/L positivo e baixo; ROE mediano 5a > 12%; Dívida líq./EBITDA < 3; Lucro positivo nos 5 anos,CAGR lucro > 10%,2026-03-31,2026-05-06,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156730,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"AZEV3,AZEV4",AZEVEDO E TRAVASSOS S.A.,11975,"Construção Civil, Mat. Constr. e Decoração",2026-07-27,1017391784.98,1207643.761904762,prejuizo,9.03,-538.26,-97.97,nao_aplicavel,46.02,serie_nao_comparavel,nao_aplicavel,REPROVADA,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Receita estável (sem queda >15%); Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,Dívida líq./EBITDA < 3; CAGR lucro > 10%,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157675,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,Bolsas de Valores/Mercadorias e Futuros,2026-07-27,78769454871.84,597368809.8888888,15.89,4.31,27.77,22.03,-0.08,1.97,-0.70,1.32,REPROVADA,P/VPA < 1; P/L positivo e baixo; CAGR receita > 10%; CAGR lucro > 10%,,2026-03-31,2026-05-07,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=156900,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
"BALM3,BALM4",BAUMER S.A.,1562,Metalurgia e Siderurgia,2026-07-27,206902180.0,15507.301587301587,10.74,1.30,12.32,8.77,-1.19,12.42,3.15,2.54,REPROVADA,P/VPA < 1; ROE mediano 5a > 12%; CAGR lucro > 10%; Liquidez >= R$5M/dia,,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157568,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BMOB3,BEMOBI MOBILE TECH S.A.,25500,Comunicação e Informática,2026-07-27,1972417351.6799998,11672648.936507937,12.35,2.02,16.56,9.41,-1.36,36.49,20.08,0.48,REPROVADA,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%,,2026-03-31,2026-05-12,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157208,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BIED3,BIOMA EDUCAÇÃO S.A.,701,Emp. Adm. Part. - Educação,2026-07-27,194422338.1,25404.47619047619,prejuizo,11.79,-288.57,-85.38,1.22,5.69,serie_nao_comparavel,nao_aplicavel,REPROVADA,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; CAGR receita > 10%; Lucro positivo nos 5 anos; Liquidez >= R$5M/dia,CAGR lucro > 10%,2026-03-31,2026-05-13,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157322,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
BIOM3,BIOMM S.A.,19305,Farmacêutico e Higiene,2026-07-27,810166705.28,961775.9523809524,33.68,2.51,7.55,-49.54,1.79,25.93,serie_nao_comparavel,-3.56,REPROVADA,P/VPA < 1; P/L positivo e baixo; ROE mediano 5a > 12%; Lucro positivo nos 5 anos; CFO positivo em >=4 dos 5 anos; FCF positivo em >=3 dos 5 anos; Liquidez >= R$5M/dia,CAGR lucro > 10%,2026-03-31,2026-05-15,http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=157597,CVM DFP/ITR (dados.cvm.gov.br); B3 COTAHIST; preços não ajustados
